1;9
1;21
2;6
2;9
2;28
3;12
3;21
4;2
4;25
4;6
4;11
5;6
5;9
6;21
6;6
6;12
7;6
7;15
7;22
8;12
8;21
9;21
9;6
9;25
9;8
9;10
9;9
9;15
10;21
10;6
10;12
11;22
11;2
12;6
13;9
14;8
14;4
14;2
15;9
15;6
15;12
16;9
16;26
16;6
17;27
17;25
17;15
17;6
18;6
18;21
18;26
19;4
19;21
20;26
20;6
20;25
20;2
20;9
